ticker,company,market_cap_usd,area,nct_id,title,status,start_date,primary_completion,enrollment,conditions,interventions,url
GNLX,GENELUX Corp,118542772.52208233,Oncology,NCT05281471,"Efficacy & Safety of Olvi-Vec and Platinum-doublet + Bevacizumab Compared to Physician's Choice of Chemotherapy and Bevacizumab in Platinum-Resistant/Refractory Ovarian Cancer (PRROC) (OnPrime, GOG-3076)",RECRUITING,2022-08-31,2026-12,186,Platinum-resistant Ovarian Cancer; Platinum-refractory Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer; High-grade Serous Ovarian Cancer; Endometrioid Ovarian Cancer; Ovarian Clear Cell Carcinoma,"olvimulogene nanivacirepvec; Platinum chemotherapy: carboplatin (preferred) or cisplatin; Non-platinum chemotherapy: Physician's Choice of gemcitabine, taxane (paclitaxel, docetaxel or nab-paclitaxel) or pegylated liposomal doxorubicin; Bevacizumab (or biosimilar)",https://clinicaltrials.gov/study/NCT05281471
HURA,"TuHURA Biosciences, Inc./NV",143066247.87206745,Oncology,NCT06947928,Placebo-Controlled Trial of IFx-Hu2.0 Followed By Pembrolizumab In Checkpoint Inhibitor Naïve Participants With Advanced Or Metastatic Merkel Cell Carcinoma,RECRUITING,2025-12-11,2027-03-31,118,Advanced Or Metastatic Merkel Cell Carcinoma,IFx-Hu2.0; Placebo; Pembrolizumab,https://clinicaltrials.gov/study/NCT06947928
KZIA,KAZIA THERAPEUTICS LTD,156377117.60991764,Oncology,NCT03970447,A Trial to Evaluate Multiple Regimens in Newly Diagnosed and Recurrent Glioblastoma,RECRUITING,2019-07-30,2028-06,2250,Glioblastoma,Temozolomide; Lomustine; Regorafenib; Radiation; Paxalisib; VAL-083,https://clinicaltrials.gov/study/NCT03970447
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",190705142.33969402,Oncology,NCT07768189,A Study to Evaluate CRB-701 Compared to Investigator's Choice Therapy in Previously Treated Oropharyngeal Squamous Cell Carcinoma,NOT_YET_RECRUITING,2026-09-20,2027-12,260,Oropharyngeal Carcinoma (OPC),CRB-701; capcitabine; Cetuximab (EGFR inhibitor); Docetaxel,https://clinicaltrials.gov/study/NCT07768189
IPHA,Innate Pharma SA,195403347.66482735,Oncology,NCT04590963,Assessment of Efficacy and Safety of Monalizumab Plus Cetuximab Compared to Placebo Plus Cetuximab in Recurrent or Metastatic Head and Neck Cancer,ACTIVE_NOT_RECRUITING,2020-10-02,2022-05-11,370,Squamous Cell Carcinoma of the Head and Neck,Monalizumab; Cetuximab; Placebo,https://clinicaltrials.gov/study/NCT04590963
TARA,"Protara Therapeutics, Inc.",216105292.87301612,Oncology,NCT07480356,Efficacy and Safety of Intravesical TARA-002 Compared With Investigator's Choice of Intravesical Chemotherapy in Participants With BCG-naïve High-grade Non-muscle Invasive Bladder Cancer,RECRUITING,2026-05-29,2028-04,284,"Bladder (Urothelial, Transitional Cell) Cancer; Non-Muscle Invasive Bladder Carcinoma; Non-muscle Invasive Bladder Cancer With Carcinoma in Situ",TARA-002; Investigator's Choice of Intravesical Chemotherapy,https://clinicaltrials.gov/study/NCT07480356
GLSI,"Greenwich LifeSciences, Inc.",245123145.1702881,Oncology,NCT05232916,Phase 3 Study to Evaluate the Efficacy and Safety of HER2/Neu Peptide GLSI-100 (GP2 + GM-CSF) in HER2/Neu Positive Subjects,RECRUITING,2022-12-16,2031-12,2250,Breast Cancer,Placebo; GLSI-100,https://clinicaltrials.gov/study/NCT05232916
SLGL,Sol-Gel Technologies Ltd.,258609880.00523376,Oncology,NCT06050122,Efficacy and Safety of Patidegib Gel 2% for Preventing Basal Cell Carcinomas on the Face of Adults With Gorlin Syndrome,ACTIVE_NOT_RECRUITING,2024-03-17,2026-10,140,Gorlin Syndrome,Patidegib Topical Gel; Patidegib Topical Gel with no active patidegib,https://clinicaltrials.gov/study/NCT06050122
ALXO,ALX ONCOLOGY HOLDINGS INC,277936762.6512878,Oncology,NCT05002127,A Study of Evorpacept (ALX148) in Patients With Advanced HER2+ Gastric Cancer (ASPEN-06),ACTIVE_NOT_RECRUITING,2022-01-15,2024-05-24,127,Gastric Cancer; Gastroesophageal Junction Adenocarcinoma; Gastric Adenocarcinoma,Evorpacept (ALX148); Trastuzumab; Ramucirumab; Paclitaxel,https://clinicaltrials.gov/study/NCT05002127
BKTI,BK Technologies Corp,290789501.75141144,Allergy,NCT07003919,Safety Study of Viaskin® Peanut Patch in Peanut-Allergic Children 1 Through 3 Years of Age (COMFORT Toddlers),ACTIVE_NOT_RECRUITING,2025-06-24,2026-11,480,Allergy; Peanut Allergy,DBV712 250 mcg; Placebo,https://clinicaltrials.gov/study/NCT07003919
BKTI,BK Technologies Corp,290789501.75141144,Allergy,NCT05741476,Safety and Efficacy Study of Viaskin Peanut in Peanut-allergic Children 4-7 Years of Age,ACTIVE_NOT_RECRUITING,2023-02-21,2025-11-06,600,"Allergy, Peanut",DBV712; Placebo; DBV712,https://clinicaltrials.gov/study/NCT05741476
AMRN,AMARIN CORP PLC\UK,301634063.8795948,Oncology,NCT03428477,EPA for Metastasis Trial 2,ACTIVE_NOT_RECRUITING,2018-05-02,2025-11-30,418,Liver Metastasis; Colon Cancer,Icosapent Ethyl; Placebo,https://clinicaltrials.gov/study/NCT03428477
MYGN,MYRIAD GENETICS INC,305600609.3896973,Oncology,NCT03737643,"Durvalumab Treatment in Combination With Chemotherapy and Bevacizumab, Followed by Maintenance Durvalumab, Bevacizumab and Olaparib Treatment in Advanced Ovarian Cancer Patients",ACTIVE_NOT_RECRUITING,2019-01-04,2025-03-17,1407,Advanced Ovarian Cancer,Bevacizumab; Durvalumab; Olaparib; Placebo olaparib; Durvalumab placebo; Carboplatin+Paclitaxel,https://clinicaltrials.gov/study/NCT03737643
MYGN,MYRIAD GENETICS INC,305600609.3896973,Oncology,NCT02655016,A Study of Niraparib (GSK3985771) Maintenance Treatment in Participants With Advanced Ovarian Cancer Following Response on Front-Line Platinum-Based Chemotherapy,ACTIVE_NOT_RECRUITING,2016-07-11,2019-05-17,733,Ovarian Neoplasms,Niraparib; Placebo,https://clinicaltrials.gov/study/NCT02655016
MYGN,MYRIAD GENETICS INC,305600609.3896973,Oncology,NCT02032823,Olaparib as Adjuvant Treatment in Patients With Germline BRCA Mutated High Risk HER2 Negative Primary Breast Cancer,ACTIVE_NOT_RECRUITING,2014-04-22,2020-03-27,1837,Breast Cancer,Olaparib; Placebo,https://clinicaltrials.gov/study/NCT02032823
MYGN,MYRIAD GENETICS INC,305600609.3896973,Oncology,NCT01874353,Olaparib Treatment in BRCA Mutated Ovarian Cancer Patients After Complete or Partial Response to Platinum Chemotherapy,ACTIVE_NOT_RECRUITING,2013-09-03,2016-09-19,327,Platinum Sensitive; BRCA Mutated; Relapsed Ovarian Cancer; Following Complete or Partial Response to Platinum Based Chemotherapy,Olaparib 300mg tablets; Placebo to match olaparib 300mg,https://clinicaltrials.gov/study/NCT01874353
MYGN,MYRIAD GENETICS INC,305600609.3896973,Allergy,NCT01874353,Olaparib Treatment in BRCA Mutated Ovarian Cancer Patients After Complete or Partial Response to Platinum Chemotherapy,ACTIVE_NOT_RECRUITING,2013-09-03,2016-09-19,327,Platinum Sensitive; BRCA Mutated; Relapsed Ovarian Cancer; Following Complete or Partial Response to Platinum Based Chemotherapy,Olaparib 300mg tablets; Placebo to match olaparib 300mg,https://clinicaltrials.gov/study/NCT01874353
MYGN,MYRIAD GENETICS INC,305600609.3896973,Oncology,NCT01844986,Olaparib Maintenance Monotherapy in Patients With BRCA Mutated Ovarian Cancer Following First Line Platinum Based Chemotherapy.,ACTIVE_NOT_RECRUITING,2013-08-26,2018-05-17,450,Newly Diagnosed; Advanced Ovarian Cancer; FIGO Stage III-IV; BRCA Mutation; Complete Response; Partial Response; First Line Platinum Chemotherapy,Olaparib 300mg tablets,https://clinicaltrials.gov/study/NCT01844986
RNAC,"Cartesian Therapeutics, Inc.",309509236.3199768,Oncology,NCT06799247,"Investigating an mRNA CAR T-cell Therapy, Known as Descartes-08, as a Potential Approach to Treat Myasthenia Gravis",RECRUITING,2025-05-06,2026-11-30,100,Myasthaenia Gravis,Decartes-08; Placebo Drug,https://clinicaltrials.gov/study/NCT06799247
IMRX,Immuneering Corp,339014371.67193985,Oncology,NCT07562152,Atebimetinib + GnP as a First Line Treatment in Patients With Metastatic Pancreatic Adenocarcinoma,RECRUITING,2026-06-05,2028-06,510,Pancreatic Cancer; Pancreatic Cancer Metastatic; PDAC; PDAC - Pancreatic Ductal Adenocarcinoma; Pancreatic Ductal Adenocarcinoma; Pancreatic Adenocarcinoma Metastatic; Pancreatic Ductal Adenocarcinoma (PDAC); Pancreatic Adenocarcinoma,Atebimetinib; GnP; mGnP,https://clinicaltrials.gov/study/NCT07562152
AGEN,AGENUS INC,352200659.16508675,Oncology,NCT06346197,Combination of Immune Checkpoint in Locally Advanced or Metastatic MSI/dMMR Esogastric Adenocarcinomas,RECRUITING,2025-12-08,2028-05-15,132,Gastric Cancer; MSI-H; Metastatic Cancer; Advanced Cancer,Balstilimab; Botensilimab; Folfox Protocol; XELOX; Nivolumab,https://clinicaltrials.gov/study/NCT06346197
AGEN,AGENUS INC,352200659.16508675,Oncology,NCT06279130,Pan-tumor Neoadjuvant Basket Study of Immune Check-point Inhibition and Novel Immuno-oncology Combinations,RECRUITING,2024-01-29,2029-01-29,133,Resectable MMR-deficient Solid Tumors; Resectable MMR-proficient Solid Tumors,botensilimab; balstilimab; FLOT (Fluorouracil+Leucovorin+Oxaliplatin+Docetaxel),https://clinicaltrials.gov/study/NCT06279130
LYEL,"Lyell Immunopharma, Inc.",369292467.39162445,Oncology,NCT07188558,A Study to Investigate Ronde-cel Versus Investigator's Choice CD19 CAR T-Cell Therapy,RECRUITING,2026-01-12,2029-12,400,"Large B-cell Lymphoma; Lymphoma, B-Cell; Relapsed Non-Hodgkin Lymphoma; Refractory Non-Hodgkin Lymphoma; Non-Hodgkin Lymphoma; Non-Hodgkin Lymphoma Refractory/ Relapsed; Diffuse Large B Cell Lymphoma (DLBCL); Diffuse Large B Cell Lymphoma Refractory; Diffuse Large B Cell Lymphoma Relapsed",rondecabtagene autoleucel; axicabtagene ciloleucel; lisocabtagene maraleucel,https://clinicaltrials.gov/study/NCT07188558
ACTG,ACACIA RESEARCH CORP,443034319.0442562,Oncology,NCT04851717,Investigation of Remimazolam in Children Undergoing Sedation for Medical Procedures,ACTIVE_NOT_RECRUITING,2021-11-15,2027-10,100,Pediatric ALL,Remimazolam,https://clinicaltrials.gov/study/NCT04851717
RLMD,"RELMADA THERAPEUTICS, INC.",494414760.6247902,Oncology,NCT07464145,A Study of NDV-01 (Sustained-release Gemcitabine-docetaxel) in Participants With Non-muscle Invasive Bladder Cancer,NOT_YET_RECRUITING,2026-06,2029-09,393,"Bladder (Urothelial, Transitional Cell) Cancer; Bladder (Urothelial, Transitional Cell) Cancer Superficial (Non-Invasive); Urothelial Carcinoma Bladder; Urothelial Carcinoma Recurrent; Urologic Cancer",NDV-01 (sustained-release gemcitabine-docetaxel),https://clinicaltrials.gov/study/NCT07464145
KYTX,"Kyverna Therapeutics, Inc.",505879390.79312134,Oncology,NCT06193889,"KYSA-6: A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell Therapy, in Patients With Generalized Myasthenia Gravis",RECRUITING,2024-08-28,2027-09,66,Myasthenia Gravis; Generalized Myasthenia Gravis,Standard of Care Treatment; Standard lymphodepletion regimen; KYV-101,https://clinicaltrials.gov/study/NCT06193889
EIKN,"Eikon Therapeutics, Inc.",573336844.6162319,Oncology,NCT07365319,A Safety and Efficacy Study of EIK1001 in Combination With Pembrolizumab and Chemotherapy in Participants With Stage 4 Non-Small Cell Lung Cancer.,RECRUITING,2026-06-15,2035-12-31,750,Non Small Cell Lung Cancer (Squamous or Non Squamous); Stage 4 NSCLC,EIK1001; Pembrolizumab (KEYTRUDA®); Placebo; Paclitaxel + Carboplatin; Nab-paclitaxel + Carboplatin; Pemetrexed + Cisplatin /Carboplatin,https://clinicaltrials.gov/study/NCT07365319
EIKN,"Eikon Therapeutics, Inc.",573336844.6162319,Oncology,NCT06697301,Safety and Efficacy of EIK1001 in Combo With Pembro Versus Placebo and Pembro as First-Line Therapy in Patients With Advanced Melanoma.,RECRUITING,2025-05-22,2035-12,740,Advanced Melanoma,EIK1001; Pembrolizumab (KEYTRUDA® ),https://clinicaltrials.gov/study/NCT06697301
EIKN,"Eikon Therapeutics, Inc.",573336844.6162319,Melanoma,NCT06697301,Safety and Efficacy of EIK1001 in Combo With Pembro Versus Placebo and Pembro as First-Line Therapy in Patients With Advanced Melanoma.,RECRUITING,2025-05-22,2035-12,740,Advanced Melanoma,EIK1001; Pembrolizumab (KEYTRUDA® ),https://clinicaltrials.gov/study/NCT06697301
DCTH,"DELCATH SYSTEMS, INC.",586583153.3007717,Oncology,NCT05022901,An Open-Label Expanded Access Study of the Melphalan/Hepatic Delivery System (HDS) in Patients With Hepatic Dominant Ocular Melanoma,ACTIVE_NOT_RECRUITING,2022-06-10,2024-03-01,30,Metastatic Ocular Melanoma; Metastatic Uveal Melanoma,Melphalan (3 mg/kg IBW) with Hepatic Delivery System (HDS),https://clinicaltrials.gov/study/NCT05022901
DCTH,"DELCATH SYSTEMS, INC.",586583153.3007717,Melanoma,NCT05022901,An Open-Label Expanded Access Study of the Melphalan/Hepatic Delivery System (HDS) in Patients With Hepatic Dominant Ocular Melanoma,ACTIVE_NOT_RECRUITING,2022-06-10,2024-03-01,30,Metastatic Ocular Melanoma; Metastatic Uveal Melanoma,Melphalan (3 mg/kg IBW) with Hepatic Delivery System (HDS),https://clinicaltrials.gov/study/NCT05022901
VSTM,"Verastem, Inc.",615831416.0736055,Oncology,NCT06072781,A Study of Avutometinib (VS-6766) + Defactinib (VS-6063) in Recurrent Low-Grade Serous Ovarian Cancer,RECRUITING,2024-03-18,2028-10-15,270,Low Grade Serous Ovarian Cancer,avutometinib; Defactinib; Pegylated liposomal doxorubicin; Paclitaxel; Letrozole; Anastrozole,https://clinicaltrials.gov/study/NCT06072781
ANGO,ANGIODYNAMICS INC,662971557.4009323,Oncology,NCT07548164,Comparing Two Different Boost Approaches in Radiation Therapy for People With Prostate Cancer,RECRUITING,2026-04-16,2029-04-16,224,Prostate Cancer,NanoKnife System; Stereotactic Body Radiation Therapy,https://clinicaltrials.gov/study/NCT07548164
ANGO,ANGIODYNAMICS INC,662971557.4009323,Oncology,NCT06185556,COLDFIRE-III Trial: Efficacy of Irreversible Electroporation and Stereotactic Body Radiotherapy for Perivascular and Peribiliary Colorectal Liver Metastases,RECRUITING,2024-08-20,2029-09-01,78,Colorectal Cancer; Liver Metastases; Liver Metastasis Colon Cancer; Unresectable Solid Tumor,Irreversible electroporation; Stereotactic body radiotherapy,https://clinicaltrials.gov/study/NCT06185556
ANGO,ANGIODYNAMICS INC,662971557.4009323,Oncology,NCT03899636,A Pivotal Study of Safety and Effectiveness of NanoKnife IRE for Stage 3 Pancreatic Cancer,ACTIVE_NOT_RECRUITING,2021-02-23,2025-04,528,Stage III Pancreatic Cancer,Modified FOLFIRINOX Regimen; NanoKnife System,https://clinicaltrials.gov/study/NCT03899636
OCS,Oculis Holding AG,729082134.2846708,Allergy,NCT07623668,Privosegtor Investigation in Optic Neuropathies Efficacy Evaluation Research,RECRUITING,2026-05-28,2027-12,210,Optic Neuritis,Privosegtor; Methylprednisolone; Placebo,https://clinicaltrials.gov/study/NCT07623668
AURA,"Aura Biosciences, Inc.",770526713.0678897,Oncology,NCT06007690,"A Phase 3 Randomized, Masked, Controlled Trial to Evaluate Efficacy and Safety of Belzupacap Sarotalocan (AU-011) Treatment Compared to Sham Control in Subjects With Primary Indeterminate Lesions or Small Choroidal Melanoma",ACTIVE_NOT_RECRUITING,2023-12-06,2027-11-15,108,Choroidal Melanoma; Indeterminate Lesions; Uveal Melanoma; Ocular Melanoma,Bel-sar; Suprachoroidal Microinjector; Infrared Laser; Sham Infrared Laser; Sham Microinjector,https://clinicaltrials.gov/study/NCT06007690
AURA,"Aura Biosciences, Inc.",770526713.0678897,Melanoma,NCT06007690,"A Phase 3 Randomized, Masked, Controlled Trial to Evaluate Efficacy and Safety of Belzupacap Sarotalocan (AU-011) Treatment Compared to Sham Control in Subjects With Primary Indeterminate Lesions or Small Choroidal Melanoma",ACTIVE_NOT_RECRUITING,2023-12-06,2027-11-15,108,Choroidal Melanoma; Indeterminate Lesions; Uveal Melanoma; Ocular Melanoma,Bel-sar; Suprachoroidal Microinjector; Infrared Laser; Sham Infrared Laser; Sham Microinjector,https://clinicaltrials.gov/study/NCT06007690
